account_id,report_date,age,employment_status,marital_status,dependents,region,internal_score,dpd,credit_utilization,macro_gdp_growth,macro_unemployment,macro_interest_rate,stage,default_flag
2657153,8/1/2021,25.0,Unemployed,Married,0,South,638.0,10,0.69,1.93,4.62,3.42,2,0
6051646,11/1/2019,69.0,Retired,Married,2,West,558.0,0,0.05,3.32,3.94,2.3,2,0
8684365,11/1/2020,43.0,Employed,Married,4,North,879.0,0,,2.52,2.32,2.8,2,0
5466134,4/1/2019,50.0,,Divorced,2,West,331.0,106,0.42,2.25,5.27,3.24,3,1
1624773,3/1/2020,58.0,Employed,Married,1,North,832.0,44,0.82,4.79,6.82,2.4,2,0
2647824,6/1/2021,66.0,Self-Employed,Single,1,West,886.0,90,0.57,0.36,4.78,3.32,3,1
7112674,2/1/2020,37.0,Self-Employed,Single,4,South,313.0,90,1.22,1.04,3.32,2.95,3,1
6143901,4/1/2019,47.0,Employed,Widowed,2,East,837.0,1,0.22,0.44,7.48,3.15,1,0
5341747,11/1/2020,22.0,Unemployed,Married,4,West,652.0,90,1.33,1.42,6.9,2.79,3,1
7548894,5/1/2021,55.0,Unemployed,Single,3,South,803.0,0,0.81,2.04,3.57,2.8,2,0
5017136,3/1/2021,68.0,Employed,Married,3,North,448.0,121,0.03,2.08,3.23,2.16,3,1
7019877,6/1/2019,44.0,Retired,Single,3,East,716.0,0,,1.03,4.99,2.16,2,0
9705956,2/1/2020,65.0,Unemployed,Married,2,East,372.0,146,0.47,2.62,4.7,2.83,3,1
4649279,9/1/2022,60.0,Retired,Widowed,3,South,,140,1.01,2.76,5.62,2.92,3,1
4879928,7/1/2020,30.0,Employed,Married,3,South,716.0,108,1.33,1.47,5.2,2.88,3,1
2971277,8/1/2021,54.0,Employed,Single,0,North,,98,0.36,1.82,4.55,3.54,3,1
4201473,2/1/2018,,Self-Employed,Single,0,South,,90,1.18,2.78,7.07,3.23,3,1
2358097,2/1/2021,63.0,Employed,Divorced,1,North,304.0,53,0.3,2.91,3.71,2.56,2,0
7402891,9/1/2022,48.0,Unemployed,Married,3,South,544.0,12,0.12,1.85,5.7,3.28,2,0
2678332,2/1/2020,68.0,Employed,Married,4,North,848.0,5,0.18,2.16,3.85,2.82,1,0
6334233,9/1/2019,48.0,Unemployed,Married,2,West,393.0,116,1.37,2.23,3.4,4.14,3,1
2197162,12/1/2019,38.0,Employed,Divorced,0,East,842.0,125,1.48,2.16,5.49,3.13,3,1
9278499,6/1/2020,34.0,Self-Employed,Married,3,East,366.0,128,0.94,0.86,4.55,2.73,3,1
7906726,5/1/2018,64.0,Employed,Married,0,South,361.0,146,0.7,2.7,5.39,4.25,3,1
4649244,3/1/2020,66.0,Employed,Single,2,South,492.0,121,1.5,2.92,5.0,2.55,3,1
8778748,7/1/2018,53.0,Employed,,3,South,744.0,123,1.47,2.14,4.51,3.65,3,1
9658144,6/1/2019,26.0,Self-Employed,Single,1,West,,2,0.51,3.21,5.57,2.41,2,0
1769598,12/1/2020,55.0,Employed,Single,1,South,335.0,115,1.08,2.77,6.41,2.66,3,1
2985681,7/1/2019,45.0,Employed,Single,0,North,687.0,129,,2.91,4.1,3.33,3,1
7622575,9/1/2019,48.0,,Divorced,1,West,832.0,134,1.17,1.55,3.01,2.85,3,1
9738676,10/1/2021,36.0,Self-Employed,Widowed,1,North,627.0,0,0.15,0.58,3.51,2.88,2,0
3201580,4/1/2019,52.0,Employed,Single,4,West,446.0,90,0.17,2.51,4.24,4.0,3,1
6011002,8/1/2018,42.0,Retired,Married,4,East,375.0,126,,2.09,6.85,2.41,3,1
7489759,1/1/2018,21.0,Self-Employed,Single,2,East,308.0,28,0.4,2.3,3.86,2.79,2,0
5563653,1/1/2020,40.0,Employed,Single,2,East,728.0,1,0.33,2.21,4.17,2.98,2,0
8411979,7/1/2020,49.0,Employed,Married,1,West,498.0,119,1.14,-0.21,3.87,3.11,3,1
2007293,5/1/2019,56.0,Unemployed,,3,East,632.0,0,0.66,1.93,4.19,3.06,2,0
3366610,4/1/2022,,Unemployed,Married,4,South,838.0,104,0.9,2.97,2.95,3.0,3,1
4878551,9/1/2019,,Employed,Married,1,North,482.0,90,0.33,4.3,5.46,2.27,3,1
7232739,3/1/2020,33.0,Employed,,1,North,866.0,0,0.88,1.78,6.29,3.02,2,0
6300101,6/1/2022,48.0,Employed,Single,4,North,316.0,111,0.65,3.22,3.81,2.24,3,1
1237199,11/1/2019,63.0,Unemployed,Single,2,East,326.0,96,1.41,3.2,5.21,2.32,3,1
4584197,7/1/2020,63.0,Employed,Married,4,East,613.0,16,1.13,1.85,4.99,3.16,2,0
2805808,7/1/2022,30.0,Employed,Single,0,West,359.0,103,0.16,0.8,4.86,3.71,3,1
5620792,1/1/2022,59.0,Employed,,3,East,665.0,14,0.81,2.36,2.58,3.26,2,0
1039353,1/1/2021,24.0,Self-Employed,Single,3,East,412.0,47,0.12,2.44,4.47,3.36,2,0
1021253,11/1/2019,27.0,Employed,Married,2,North,464.0,127,1.46,2.48,6.69,3.5,3,1
6462810,3/1/2019,49.0,Employed,Single,3,East,659.0,138,,2.56,5.31,2.87,3,1
1297883,12/1/2021,25.0,Unemployed,Single,2,South,,90,0.66,3.35,4.75,2.81,3,1
8230057,9/1/2020,42.0,Employed,Married,0,North,,0,0.92,0.94,5.19,2.66,2,0
2797519,8/1/2019,22.0,Employed,Single,1,West,827.0,94,1.22,2.83,5.76,3.8,3,1
9811249,2/1/2020,67.0,Self-Employed,Married,0,West,520.0,130,0.89,2.86,7.28,2.9,3,1
8656495,7/1/2022,50.0,Retired,Single,4,West,695.0,158,1.46,0.79,2.34,2.74,3,1
9167707,4/1/2022,,Employed,Single,1,East,684.0,135,0.88,2.83,5.29,3.6,3,1
6311499,7/1/2021,52.0,,Single,4,East,637.0,153,0.6,1.46,4.73,2.45,3,1
2166670,1/1/2018,32.0,Employed,,0,East,723.0,85,0.8,0.37,6.95,3.4,2,0
2968921,8/1/2022,69.0,Employed,Single,3,West,826.0,0,0.05,2.9,3.93,3.15,1,0
1954480,5/1/2019,25.0,Employed,Single,4,North,569.0,140,0.94,3.15,6.35,2.24,3,1
7666199,11/1/2021,,Unemployed,,3,South,341.0,90,1.26,2.5,1.85,2.66,3,1
4413654,9/1/2019,35.0,Employed,Married,1,East,473.0,39,0.75,2.67,3.84,3.58,2,0
6282433,9/1/2018,31.0,Employed,Married,0,East,752.0,0,0.45,1.81,5.35,3.16,2,0
6417755,8/1/2021,37.0,Self-Employed,Divorced,0,East,353.0,1,0.25,1.43,6.4,2.45,2,0
1397891,11/1/2019,50.0,Self-Employed,Single,2,North,,1,0.45,3.05,4.93,2.6,1,0
2404330,1/1/2020,27.0,,Single,0,South,893.0,90,1.17,1.24,5.14,3.17,3,1
2416012,8/1/2022,,Employed,Married,2,North,656.0,35,1.24,2.02,3.86,2.83,2,0
8085904,4/1/2022,22.0,Self-Employed,Divorced,1,East,,5,0.18,1.06,4.64,3.02,1,0
2500134,8/1/2019,30.0,,Divorced,1,South,350.0,90,,2.42,3.87,3.26,3,1
9809147,12/1/2021,48.0,Employed,Widowed,1,North,572.0,36,0.24,0.04,4.4,3.6,2,0
1491234,5/1/2021,27.0,Unemployed,Married,2,North,594.0,16,0.53,1.58,5.36,2.86,2,0
8552975,1/1/2022,66.0,Employed,Married,3,South,518.0,25,0.2,2.26,3.78,3.35,2,0
3656222,9/1/2019,23.0,Retired,Married,2,East,811.0,2,0.24,1.21,5.74,3.16,1,0
3584182,11/1/2018,32.0,Employed,Married,0,North,852.0,0,,1.14,2.85,2.66,2,0
5739400,6/1/2018,41.0,Unemployed,Single,3,South,425.0,23,1.39,3.73,5.29,2.39,2,0
2915631,9/1/2019,61.0,Self-Employed,Married,0,North,427.0,125,1.02,1.08,6.39,3.27,3,1
7021656,5/1/2019,37.0,Self-Employed,,3,South,407.0,127,0.6,2.22,3.35,2.98,3,1
7969129,6/1/2021,28.0,Self-Employed,,0,North,450.0,139,0.4,1.52,3.57,3.35,3,1
3928100,5/1/2019,31.0,Employed,,1,East,,0,0.35,0.1,4.15,2.63,1,0
2649729,5/1/2018,35.0,Retired,Married,4,West,710.0,103,1.35,1.89,4.39,2.63,3,1
5427036,9/1/2018,28.0,Unemployed,Married,4,South,450.0,91,1.32,0.85,7.24,3.49,3,1
7457294,8/1/2022,33.0,Self-Employed,Single,2,West,,101,,2.42,4.9,2.71,3,1
7640913,1/1/2019,45.0,Employed,Single,0,North,746.0,0,0.89,2.19,6.61,3.22,2,0
7926767,5/1/2021,52.0,Employed,Married,3,South,680.0,5,0.05,1.62,6.94,2.26,1,0
8547881,4/1/2020,45.0,Employed,Married,3,West,588.0,93,0.29,1.51,6.2,2.39,3,1
5280650,8/1/2022,42.0,Unemployed,,0,North,645.0,26,0.79,1.79,5.96,3.84,2,0
4708654,5/1/2018,65.0,Employed,Single,1,South,,0,1.44,1.75,4.84,3.36,2,0
2294315,4/1/2021,,Unemployed,Married,1,East,642.0,0,1.38,3.36,4.86,3.46,2,0
1641593,12/1/2019,31.0,Employed,Married,3,West,862.0,0,1.36,2.67,5.12,2.97,2,0
7737320,7/1/2021,34.0,Unemployed,Single,0,South,762.0,42,0.74,0.59,3.04,3.12,2,0
1841531,5/1/2021,23.0,Employed,Divorced,3,West,378.0,142,0.96,1.48,8.59,3.07,3,1
6257386,6/1/2019,,Employed,Widowed,3,South,320.0,132,0.75,1.86,4.98,2.93,3,1
1542335,11/1/2022,47.0,Unemployed,Single,0,West,518.0,31,0.25,1.99,2.85,2.97,2,0
3887296,5/1/2020,50.0,Self-Employed,Single,0,East,394.0,90,,-0.64,6.1,2.96,3,1
5868923,5/1/2020,50.0,Employed,Married,4,South,458.0,130,0.43,2.76,9.14,3.72,3,1
2578458,10/1/2018,,Employed,Married,1,North,528.0,40,0.99,1.12,3.17,3.41,2,0
3192614,3/1/2022,56.0,Employed,Married,0,North,339.0,121,1.26,0.54,3.87,3.56,3,1
7853878,10/1/2021,49.0,,Married,2,East,783.0,0,1.35,1.66,6.28,3.69,2,0
1479083,12/1/2022,59.0,Employed,,1,North,690.0,11,0.69,2.99,3.77,3.38,2,0
7784672,9/1/2021,56.0,Employed,Married,4,South,473.0,102,0.35,0.07,8.22,2.58,3,1
4297466,9/1/2021,37.0,Retired,Married,1,South,782.0,101,1.16,-0.12,7.27,3.01,3,1
7980571,7/1/2021,25.0,Employed,Married,3,North,760.0,127,,2.97,4.19,2.59,3,1
7214638,3/1/2018,54.0,Self-Employed,Married,0,West,775.0,2,0.47,2.88,5.57,3.29,2,0
6963135,5/1/2019,46.0,Retired,Married,1,North,422.0,100,1.16,1.53,7.02,3.11,3,1
3575508,3/1/2019,39.0,Employed,Married,4,South,872.0,36,1.22,1.72,6.36,3.32,2,0
3892478,6/1/2019,52.0,Retired,Single,1,South,692.0,132,1.31,0.3,4.63,2.53,3,1
2271300,10/1/2021,44.0,Employed,Widowed,2,South,803.0,15,0.25,0.95,6.05,3.56,1,0
9697057,11/1/2019,34.0,Employed,Married,4,South,765.0,22,0.32,1.13,4.83,3.17,2,0
4334817,1/1/2019,67.0,Retired,Married,4,South,488.0,43,1.23,2.48,4.71,3.51,2,0
3995765,4/1/2018,48.0,Retired,Single,0,South,882.0,65,1.05,2.82,4.26,3.46,2,0
2033255,2/1/2022,28.0,Employed,Married,0,South,357.0,101,0.97,2.84,6.01,3.7,3,1
9737452,12/1/2021,28.0,Self-Employed,Married,3,North,409.0,122,0.01,1.78,4.6,2.85,3,1
5346657,10/1/2022,44.0,Employed,Single,1,East,362.0,92,0.75,3.11,4.75,3.83,3,1
2033316,6/1/2018,58.0,Retired,Married,4,North,591.0,1,0.32,1.18,5.87,2.13,2,0
2074477,10/1/2022,48.0,Employed,Married,1,West,759.0,32,1.14,0.53,4.02,3.53,2,0
9713937,12/1/2019,,Unemployed,,2,North,488.0,50,0.55,2.14,4.17,2.31,2,0
1225049,12/1/2021,44.0,Retired,Single,1,East,529.0,1,0.2,2.43,5.19,2.86,2,0
8249903,11/1/2019,61.0,Employed,Single,0,North,714.0,125,0.47,2.53,6.55,2.51,3,1
9388512,9/1/2022,54.0,Self-Employed,Married,3,North,595.0,0,1.1,3.3,4.65,2.49,2,0
8343728,5/1/2019,44.0,Employed,Single,2,North,520.0,103,1.38,1.96,5.98,2.65,3,1
7156738,5/1/2018,63.0,Employed,Divorced,4,North,878.0,105,1.28,0.52,4.38,4.24,3,1
4696176,1/1/2018,68.0,Employed,Married,4,East,424.0,106,0.38,1.42,7.98,3.02,3,1
5608474,8/1/2021,46.0,,Married,1,East,503.0,96,1.35,1.6,6.41,3.18,3,1
6782197,1/1/2021,65.0,Self-Employed,Married,2,East,884.0,0,0.24,3.0,5.76,2.83,1,0
1984156,3/1/2020,31.0,Unemployed,Divorced,1,East,886.0,5,0.78,1.32,5.82,3.96,1,0
2870928,10/1/2020,41.0,Employed,Married,3,North,537.0,115,0.44,0.09,3.02,3.41,3,1
5909776,4/1/2018,,Unemployed,Divorced,3,North,,96,1.34,2.39,3.41,2.32,3,1
9874883,2/1/2019,55.0,Self-Employed,,1,East,631.0,0,0.1,2.54,4.71,2.79,1,0
3092101,6/1/2022,,Employed,Married,0,South,683.0,13,0.28,0.99,5.53,3.57,2,0
1019477,9/1/2021,53.0,Retired,Married,1,West,551.0,1,0.11,0.01,2.31,2.74,2,0
5510579,10/1/2020,23.0,Employed,Married,2,South,406.0,1,0.49,2.06,5.27,3.45,2,0
6173036,2/1/2022,34.0,Employed,Single,4,South,571.0,105,0.6,1.54,3.98,3.42,3,1
6168638,11/1/2021,46.0,Self-Employed,Married,0,South,,1,0.38,1.57,3.87,3.85,2,0
7935426,7/1/2022,68.0,Self-Employed,Single,3,East,698.0,133,1.16,3.32,5.48,3.9,3,1
5093886,8/1/2020,48.0,Employed,Married,2,North,649.0,101,,3.4,6.21,3.24,3,1
5507167,9/1/2021,43.0,,Single,2,North,586.0,101,0.68,2.1,6.42,2.4,3,1
5742297,6/1/2021,61.0,Employed,Married,2,West,746.0,58,1.15,1.03,3.46,3.53,2,0
4741196,12/1/2021,52.0,Employed,Divorced,4,North,429.0,114,0.61,2.35,3.73,3.14,3,1
4010087,10/1/2019,33.0,Employed,Divorced,3,North,572.0,0,0.57,0.11,4.74,3.36,2,0
4909439,5/1/2019,62.0,Employed,Married,0,East,615.0,62,0.63,-0.44,3.63,3.47,2,0
9826233,12/1/2018,35.0,Retired,Single,4,North,617.0,0,,1.63,3.47,1.77,2,0
9669441,6/1/2022,36.0,Employed,Married,2,North,708.0,61,0.18,2.09,2.7,3.2,2,0
2902897,5/1/2018,23.0,,Single,0,North,575.0,108,0.29,2.27,2.59,2.95,3,1
8359201,9/1/2019,61.0,Self-Employed,Married,2,North,561.0,129,0.6,1.52,5.72,3.17,3,1
7933966,7/1/2020,56.0,Employed,Single,2,South,645.0,85,0.14,3.1,7.19,2.82,2,0
2474620,10/1/2021,21.0,Employed,Widowed,3,North,331.0,93,0.67,2.12,2.93,3.0,3,1
2163950,9/1/2022,30.0,Employed,,4,West,,117,0.24,1.17,4.74,2.56,3,1
5327576,11/1/2019,26.0,Unemployed,Married,2,East,742.0,141,1.37,1.83,5.51,3.18,3,1
9634012,10/1/2022,35.0,Unemployed,Married,0,East,805.0,1,,2.1,4.73,2.31,2,0
6658796,7/1/2018,52.0,Employed,Married,1,North,336.0,111,0.48,2.32,7.01,2.89,3,1
7674851,1/1/2022,40.0,Employed,Married,2,North,752.0,0,0.05,3.36,4.7,3.29,1,0
3173513,8/1/2021,46.0,Employed,,0,North,433.0,144,0.5,2.33,4.03,2.81,3,1
8541586,12/1/2019,32.0,Employed,,0,North,682.0,163,0.79,1.07,4.51,3.32,3,1
6081820,11/1/2022,67.0,Unemployed,,1,West,,90,,3.31,4.98,3.25,3,1
8643603,11/1/2019,56.0,Self-Employed,Single,2,South,363.0,114,0.79,1.78,6.2,2.65,3,1
2584645,6/1/2019,45.0,,Single,4,West,766.0,0,1.1,1.95,6.67,3.07,2,0
4615590,6/1/2021,56.0,Employed,Married,1,East,558.0,26,0.35,2.43,7.05,3.09,2,0
6510493,4/1/2018,,Employed,Divorced,2,North,656.0,0,0.64,2.15,6.98,4.04,2,0
7164014,10/1/2020,41.0,Employed,Married,1,North,532.0,45,0.8,2.56,7.49,3.53,2,0
5529275,3/1/2022,66.0,Unemployed,Divorced,3,East,511.0,128,0.54,3.1,2.86,2.63,3,1
8290213,11/1/2022,25.0,Employed,Divorced,4,North,766.0,120,0.67,1.55,3.97,3.5,3,1
3332517,8/1/2019,68.0,Employed,,3,East,869.0,69,0.1,1.29,5.12,3.02,2,0
4576511,6/1/2021,30.0,Retired,Single,0,West,656.0,32,0.72,2.83,2.12,1.85,2,0
3389383,2/1/2019,29.0,Unemployed,Single,2,North,,92,0.98,2.05,6.15,2.86,3,1
9507150,10/1/2022,61.0,Employed,Married,1,West,375.0,107,1.39,2.43,5.91,3.35,3,1
6910494,3/1/2019,,Employed,Single,0,East,699.0,0,0.21,3.32,6.27,3.79,1,0
4597170,8/1/2018,35.0,,Married,1,West,348.0,128,0.03,2.45,3.54,2.96,3,1
5257341,11/1/2021,35.0,Employed,,4,West,660.0,14,0.43,1.78,7.27,2.58,2,0
7928655,4/1/2020,40.0,Unemployed,,2,East,552.0,0,0.39,2.85,6.59,2.96,2,0
2071192,1/1/2018,52.0,Employed,Married,2,East,649.0,134,,1.02,6.75,2.59,3,1
5982042,6/1/2018,25.0,Employed,Married,1,East,626.0,138,0.69,1.7,5.07,3.21,3,1
3601623,8/1/2022,46.0,Self-Employed,Married,3,West,310.0,102,1.02,2.58,7.95,3.26,3,1
8433980,1/1/2022,,Employed,Single,2,West,408.0,140,0.52,2.84,4.49,3.04,3,1
4963735,6/1/2022,,Self-Employed,Single,3,South,827.0,0,0.4,0.27,6.21,3.71,1,0
3659440,11/1/2022,67.0,Employed,Divorced,0,North,,1,,1.58,6.31,3.05,1,0
4634183,11/1/2021,49.0,Employed,Married,4,North,363.0,0,0.22,1.68,6.24,2.77,2,0
8435697,2/1/2020,35.0,Employed,Single,3,North,447.0,0,0.49,2.37,3.84,2.72,2,0
4646804,11/1/2018,,Self-Employed,Single,3,West,646.0,116,0.46,1.96,3.08,3.03,3,1
5032371,9/1/2021,,Employed,Single,2,West,877.0,0,0.98,1.86,7.38,3.64,2,0
7472973,1/1/2019,48.0,Employed,Married,3,East,514.0,2,,0.21,3.17,2.0,2,0
1053687,11/1/2018,61.0,Employed,Married,0,North,,93,1.11,1.59,2.76,3.85,3,1
5221038,2/1/2018,67.0,Employed,Married,0,North,544.0,137,1.19,1.85,6.25,2.45,3,1
3727364,12/1/2018,29.0,Employed,Married,4,South,423.0,105,1.19,1.97,4.03,2.84,3,1
6351826,11/1/2018,63.0,Retired,Single,3,North,872.0,0,1.0,3.9,5.84,3.47,2,0
1244761,8/1/2021,,Self-Employed,Married,1,West,500.0,0,0.51,1.72,6.67,3.24,2,0
7236893,12/1/2019,47.0,Employed,Single,3,West,627.0,127,1.01,1.78,7.09,1.61,3,1
4889877,7/1/2018,53.0,,Married,2,North,644.0,2,0.83,1.5,6.18,3.75,2,0
6997804,3/1/2021,43.0,Retired,Married,0,South,661.0,135,0.1,1.62,5.06,2.89,3,1
5809479,8/1/2022,33.0,Unemployed,Widowed,1,West,432.0,101,1.01,2.73,8.62,2.48,3,1
7427095,1/1/2022,33.0,,Married,3,South,844.0,0,0.13,1.49,6.52,2.38,1,0
7062903,2/1/2020,24.0,Employed,Divorced,1,South,865.0,0,1.01,2.88,6.46,2.29,2,0
2737095,7/1/2022,60.0,Unemployed,Single,1,West,430.0,0,0.44,1.33,3.36,3.03,2,0
2801951,10/1/2019,23.0,Self-Employed,,4,West,512.0,50,1.01,2.83,1.26,3.46,2,0
3773939,5/1/2019,53.0,Retired,Married,3,North,370.0,90,0.64,2.64,6.96,2.95,3,1
8650961,7/1/2018,,Employed,Married,3,West,779.0,121,1.24,2.97,4.63,3.29,3,1
1967344,6/1/2018,21.0,Unemployed,Single,1,North,314.0,90,0.86,3.29,5.64,2.89,3,1
2948061,9/1/2018,27.0,,Single,2,North,453.0,63,0.73,-0.09,3.41,4.06,2,0
1418829,1/1/2019,62.0,Employed,Single,0,East,882.0,135,0.72,-0.21,6.37,3.74,3,1
4401447,6/1/2019,48.0,Employed,Single,3,West,,106,1.48,1.3,7.93,2.54,3,1
9990499,4/1/2022,42.0,Employed,Married,3,South,519.0,121,1.32,2.51,4.82,2.34,3,1
8018523,6/1/2019,66.0,Employed,,0,East,755.0,0,1.08,2.76,2.55,3.1,2,0
4443571,8/1/2021,66.0,Retired,Divorced,3,West,736.0,2,1.01,2.05,5.8,2.95,2,0
8796324,12/1/2018,,,,0,West,624.0,0,0.04,2.48,2.67,2.59,2,0
9849851,9/1/2021,42.0,Unemployed,Married,0,North,446.0,58,1.39,-0.38,5.91,3.25,2,0
2707017,8/1/2020,65.0,Employed,Married,0,North,641.0,3,0.12,0.68,3.58,2.8,1,0
9181883,12/1/2020,65.0,Retired,Single,4,West,341.0,118,0.52,1.17,3.99,1.96,3,1
5043064,8/1/2021,45.0,,Single,1,North,450.0,107,0.29,2.96,6.23,3.55,3,1
1345266,11/1/2018,,Employed,Single,3,North,,13,0.97,1.06,3.82,3.01,2,0
2235382,1/1/2019,37.0,Employed,,1,South,730.0,90,0.92,2.49,3.8,3.16,3,1
6786265,11/1/2020,63.0,Employed,Married,1,South,789.0,0,1.35,3.05,5.9,3.06,2,0
6557805,10/1/2020,,Retired,Single,0,West,748.0,122,0.59,1.55,3.6,3.05,3,1
7659908,1/1/2022,,Self-Employed,Widowed,0,West,887.0,6,1.13,1.0,2.7,2.7,2,0
1813168,10/1/2022,52.0,Employed,Single,3,West,382.0,121,0.84,0.85,3.67,3.86,3,1
3320688,7/1/2021,52.0,Employed,Married,4,East,736.0,3,0.53,3.48,4.42,2.17,1,0
7197323,12/1/2019,37.0,Employed,Single,2,North,,132,,2.93,3.32,3.16,3,1
9090736,4/1/2019,55.0,Employed,Married,0,North,,20,1.06,3.65,4.92,2.79,2,0
5343699,4/1/2020,26.0,Employed,Single,1,South,497.0,3,0.52,3.0,3.5,3.0,2,0
8121782,5/1/2021,53.0,Retired,Widowed,1,South,488.0,111,1.05,3.66,6.84,3.73,3,1
5936710,11/1/2018,52.0,Self-Employed,Single,3,East,626.0,68,0.9,2.23,0.9,2.65,2,0
5445818,1/1/2019,52.0,,Single,4,South,862.0,30,0.13,0.53,3.72,2.42,2,0
9670178,5/1/2022,45.0,Employed,Married,1,East,647.0,36,1.32,4.3,5.54,3.4,2,0
6209995,5/1/2019,60.0,Employed,Divorced,4,West,471.0,0,0.07,1.01,5.5,3.38,2,0
7641620,6/1/2019,21.0,Employed,Married,0,West,721.0,117,0.2,3.01,5.46,2.1,3,1
5798793,1/1/2019,,Retired,Single,2,North,872.0,90,1.47,2.32,4.71,3.11,3,1
9067987,4/1/2018,38.0,Employed,Single,2,East,644.0,120,1.45,1.53,4.44,2.87,3,1
7572829,11/1/2018,24.0,Unemployed,Single,0,South,666.0,0,0.82,1.74,4.98,4.05,2,0
5644068,8/1/2022,38.0,Employed,Married,3,East,,155,0.77,1.66,6.27,3.24,3,1
1950922,12/1/2020,24.0,Self-Employed,Widowed,3,East,543.0,7,0.52,2.64,3.89,2.13,2,0
7989875,2/1/2019,59.0,Employed,Married,4,South,668.0,5,0.32,1.27,3.3,2.53,2,0
3362854,11/1/2018,49.0,Unemployed,Single,0,West,867.0,0,0.24,1.52,3.75,3.35,1,0
1777567,7/1/2021,50.0,Employed,Divorced,3,North,,0,0.05,1.29,8.42,2.72,2,0
1778799,4/1/2019,60.0,Employed,Single,2,West,,12,0.46,3.59,1.89,3.09,2,0
6038460,3/1/2021,26.0,Unemployed,Married,0,South,599.0,29,0.14,2.24,2.95,2.52,2,0
5623037,12/1/2018,26.0,Employed,Divorced,2,East,799.0,24,0.6,1.18,5.54,3.22,2,0
4503157,3/1/2019,,Employed,Married,3,East,741.0,0,0.12,1.52,4.48,3.54,1,0
8323988,10/1/2021,24.0,Employed,Married,3,East,650.0,149,0.96,3.73,7.51,3.14,3,1
7869989,8/1/2019,,Employed,Single,0,North,470.0,153,1.02,0.77,5.51,3.48,3,1
1863403,5/1/2020,28.0,Unemployed,Married,4,North,736.0,90,,2.79,4.27,2.75,3,1
1885421,6/1/2022,49.0,,,3,West,640.0,105,1.35,0.38,5.34,2.76,3,1
3061774,4/1/2022,23.0,Employed,Single,2,East,532.0,17,0.55,2.54,4.41,3.66,2,0
8614896,4/1/2020,23.0,Employed,Married,4,South,379.0,124,,-0.54,5.21,3.35,3,1
2172622,7/1/2019,36.0,Employed,Married,1,South,378.0,17,,1.87,4.93,2.41,2,0
6813365,4/1/2018,54.0,Self-Employed,Married,0,East,330.0,170,0.94,1.18,7.44,3.08,3,1
7601457,8/1/2018,52.0,Employed,Single,4,North,857.0,91,0.11,3.36,5.39,3.43,3,1
9704225,7/1/2020,69.0,Employed,Single,2,South,806.0,0,0.34,1.01,3.91,1.9,2,0
6248400,6/1/2021,,Retired,,2,West,361.0,124,,2.85,8.06,2.63,3,1
8056993,10/1/2022,28.0,Self-Employed,Single,0,East,,0,0.93,2.04,4.61,2.74,2,0
5071867,7/1/2022,27.0,Unemployed,,1,East,521.0,1,,0.9,5.32,2.8,2,0
5894940,2/1/2019,45.0,Employed,Married,0,North,381.0,0,0.12,0.33,3.11,3.77,2,0
3752690,6/1/2018,37.0,Employed,Single,2,North,,114,1.46,2.0,3.82,2.67,3,1
3326133,6/1/2020,40.0,Employed,,3,East,404.0,113,,2.11,4.71,3.1,3,1
4891151,11/1/2018,24.0,Retired,Single,3,West,369.0,0,0.09,2.36,4.84,3.76,2,0
1538645,2/1/2022,46.0,Employed,Single,1,South,579.0,90,0.92,1.33,4.62,3.01,3,1
2726676,1/1/2018,68.0,Employed,Married,3,North,834.0,24,0.29,1.1,4.28,2.96,1,0
1260116,12/1/2019,45.0,Employed,Single,1,East,851.0,5,0.9,0.21,4.81,3.34,2,0
3719269,3/1/2020,41.0,Unemployed,Married,3,North,331.0,32,1.04,1.86,2.41,2.92,2,0
5873594,9/1/2019,65.0,Employed,Married,2,North,471.0,82,0.05,1.67,7.47,3.03,2,0
9791765,3/1/2018,37.0,Employed,Single,4,North,677.0,0,1.0,1.52,5.72,3.83,2,0
4630400,2/1/2019,52.0,Retired,Single,3,West,352.0,0,0.56,3.47,5.07,2.46,2,0
4769315,2/1/2021,64.0,Unemployed,Married,0,South,661.0,125,,2.3,5.43,2.68,3,1
3592316,4/1/2022,65.0,Employed,Divorced,2,West,320.0,117,1.1,1.37,8.57,3.88,3,1
4633795,6/1/2022,55.0,Employed,Single,3,West,491.0,116,1.48,1.92,3.7,3.07,3,1
4436252,11/1/2018,65.0,Employed,Married,3,South,632.0,47,1.0,0.9,5.89,2.92,2,0
7876913,8/1/2022,65.0,,Widowed,1,South,524.0,143,0.87,2.78,5.52,2.85,3,1
4302923,8/1/2020,46.0,Employed,Divorced,0,North,806.0,3,0.45,4.41,5.72,3.17,2,0
1076218,1/1/2021,30.0,Unemployed,Single,0,West,309.0,1,0.22,0.62,5.55,3.3,2,0
9899691,11/1/2020,46.0,Employed,Widowed,0,North,,107,1.05,1.18,2.7,3.66,3,1
5324660,3/1/2021,,Self-Employed,,2,East,898.0,3,1.02,1.31,5.43,2.8,2,0
5859221,10/1/2021,63.0,Employed,,2,West,566.0,130,1.18,1.63,5.56,3.15,3,1
7733215,7/1/2018,53.0,Self-Employed,Single,0,South,802.0,110,,0.94,8.54,2.61,3,1
7193956,3/1/2019,26.0,Self-Employed,Married,0,West,336.0,31,0.06,2.53,2.79,3.19,2,0
